x,quality,dead,toolate,makespan
1067, 16485,6,1,1313
1068, 16485,6,1,1313
1069, 16485,8,1,1313
1070, 16485,6,1,1313
1071, 16485,6,1,1313
1072, 16485,6,1,1313
1073, 16485,6,1,1313
1074, 16485,6,1,1313
1075, 16485,6,1,1313
1076, 16485,6,1,1313
1077, 16485,6,1,1313
1078, 16485,6,1,1313
1079, 16485,6,1,1313
1080, 16485,6,1,1313
1081, 16485,6,1,1313
1082, 16485,6,1,1313
1083, 16485,6,1,1358
1084, 16485,6,1,1313
1085, 16485,6,1,1313
1086, 16485,6,1,1313
1087, 16485,6,1,1313
1088, 16485,6,1,1313
1089, 16485,6,1,1313
1090, 16485,6,1,1313
1091, 16485,6,1,1313
1092, 16485,6,1,1313
1093, 16485,6,1,1313
1094, 16485,6,1,1313
1095, 16485,6,1,1313
1096, 16485,6,1,1313
1097, 16485,7,1,1313
1098, 16485,6,1,1313
1099, 16485,6,1,1313
1100, 16485,6,1,1313
1101, 16485,6,1,1313
1102, 16485,6,1,1313
1103, 16485,6,1,1313
1104, 16485,6,1,1313
1105, 16485,6,1,1313
1106, 16485,6,1,1313
1107, 16485,6,1,1313
1108, 16485,6,1,1313
1109, 16485,6,1,1313
1110, 16485,6,1,1313
1111, 16485,6,1,1313
1112, 16485,6,1,1313
1113, 16485,6,1,1313
1114, 16485,6,1,1313
1115, 16485,6,1,1313
1116, 16485,6,1,1313
1117, 16485,6,1,1313
1118, 16485,6,1,1313
1119, 16485,6,1,1313
1120, 16485,6,1,1313
1121, 16485,7,1,1313
1122, 16485,6,1,1313
1123, 16485,6,1,1313
1124, 16485,6,1,1313
1125, 16485,6,1,1313
1126, 16485,6,1,1313
1127, 16485,6,1,1313
1128, 16485,6,1,1313
1129, 16485,6,1,1313
1130, 16485,6,1,1313
1131, 16485,6,1,1313
1132, 16485,6,1,1313
1133, 16485,6,1,1313
1134, 16485,6,1,1313
1135, 16485,6,1,1313
1136, 16485,6,1,1313
1137, 16485,6,1,1313
1138, 16485,6,1,1313
1139, 16485,6,1,1313
1140, 16485,6,1,1313
1141, 16485,6,1,1313
1142, 16485,6,1,1313
1143, 16485,6,1,1313
1144, 16485,7,1,1313
1145, 16485,7,1,1313
1146, 16485,6,1,1313
1147, 16485,6,1,1393
1148, 16485,6,1,1313
1149, 16485,7,1,1313
1150, 16485,6,1,1313
1151, 16485,6,1,1313
1152, 16485,6,1,1313
1153, 16485,6,1,1313
1154, 16485,6,1,1313
1155, 16485,6,1,1313
1156, 16485,6,1,1313
1157, 16485,6,1,1313
1158, 16485,6,1,1313
1159, 16485,6,1,1313
1160, 16485,6,1,1397
1161, 16485,6,1,1259
1162, 16485,6,1,1313
1163, 16485,6,1,1313
1164, 16485,6,1,1313
1165, 16485,6,1,1397
1166, 16485,6,1,1313
1167, 16485,6,1,1313
1168, 16485,6,1,1313
1169, 16485,6,1,1313
1170, 16485,6,1,1313
1171, 16485,6,1,1313
1172, 16485,6,1,1313
1173, 16485,6,1,1313
1174, 16485,6,1,1313
1175, 16485,6,1,1313
1176, 16485,6,1,1313
1177, 16485,6,1,1313
1178, 16485,6,1,1313
1179, 16485,6,1,1313
1180, 16485,6,1,1313
1181, 16485,6,1,1313
1182, 16485,6,1,1313
1183, 16485,6,1,1313
1184, 16485,6,1,1313
1185, 16485,6,1,1313
1186, 16485,6,1,1313
1187, 16485,6,1,1397
1188, 16485,6,1,1313
1189, 16485,6,1,1397
1190, 16485,6,1,1313
1191, 16485,6,1,1313
1192, 16485,6,1,1313
1193, 16485,6,1,1313
1194, 16485,7,1,1298
1195, 16485,6,1,1313
1196, 16485,6,1,1313
1197, 16485,6,1,1313
1198, 16485,6,1,1313
1199, 16485,6,1,1397
1200, 16485,6,1,1313
1201, 16485,6,1,1313
1202, 16485,6,1,1313
1203, 16485,6,1,1313
1204, 16485,6,1,1313
1205, 16485,7,1,1259
1206, 16485,6,1,1313
1207, 16485,7,1,1397
1208, 16485,6,1,1313
1209, 16485,6,1,1397
1210, 16485,6,1,1313
1211, 16485,6,1,1313
1212, 16485,6,1,1397
1213, 16485,6,1,1313
1214, 16485,6,1,1313
1215, 16485,6,1,1313
1216, 16485,7,1,1347
1217, 16485,6,1,1313
1218, 16485,6,1,1313
1219, 16485,6,1,1313
1220, 16485,6,1,1313
1221, 16485,6,1,1313
1222, 16485,6,1,1313
1223, 16485,7,1,1313
1224, 16485,6,1,1313
1225, 16485,6,1,1313
1226, 16485,6,1,1313
1227, 16485,6,1,1313
1228, 16485,6,1,1313
1229, 16485,6,1,1313
1230, 16485,6,1,1313
1231, 16485,6,1,1313
1232, 16485,6,1,1313
1233, 16485,6,1,1313
1234, 16485,7,1,1313
1235, 16485,6,1,1313
1236, 16485,6,1,1313
1237, 16485,6,1,1313
1238, 16485,6,1,1313
1239, 16485,6,1,1313
1240, 16485,6,1,1313
1241, 16485,6,1,1313
1242, 16485,6,1,1313
1243, 16485,6,1,1313
1244, 16485,6,1,1313
1245, 16485,6,1,1313
1246, 16485,6,1,1313
1247, 16485,6,1,1313
1248, 16485,6,1,1313
1249, 16485,6,1,1313
1250, 16485,7,1,1313
1251, 16485,6,1,1313
1252, 16485,6,1,1313
1253, 16485,6,1,1313
1254, 16485,6,1,1313
1255, 16485,6,1,1313
1256, 16485,6,1,1313
1257, 16485,6,1,1313
1258, 16485,6,1,1313
1259, 16485,6,1,1313
1260, 16485,6,1,1313
1261, 16485,6,1,1313
1262, 16485,6,1,1313
1263, 16485,6,1,1313
1264, 16485,6,1,1313
1265, 16485,6,1,1313
1266, 16485,6,1,1313
1267, 16485,6,2,1268
1268, 16485,6,1,1313
1269, 16485,6,1,1313
1270, 16485,6,1,1313
1271, 16485,6,1,1313
1272, 16485,6,1,1313
1273, 16485,7,1,1313
1274, 16485,6,1,1313
1275, 16485,6,1,1313
1276, 16485,6,1,1313
1277, 16485,7,1,1362
1278, 16485,6,1,1313
1279, 16485,6,1,1313
1280, 16485,6,1,1313
1281, 16485,6,1,1313
1282, 16485,6,1,1313
1283, 16485,6,1,1313
1284, 16485,6,1,1313
1285, 16485,6,1,1313
1286, 16485,6,1,1313
1287, 16485,6,1,1313
1288, 16485,6,1,1393
1289, 16485,6,1,1313
1290, 16485,6,1,1313
1291, 16485,6,1,1313
1292, 16485,6,1,1313
1293, 16485,6,1,1313
1294, 16485,6,1,1313
1295, 16485,6,1,1313
1296, 16485,6,1,1313
1297, 16485,6,1,1313
1298, 16485,6,1,1313
1299, 16485,6,1,1313
1300, 16485,6,1,1313
1301, 16485,6,1,1313
1302, 16485,6,1,1313
1303, 16485,6,1,1313
1304, 16485,6,1,1313
1305, 16485,6,1,1313
1306, 16485,6,1,1313
1307, 16485,6,1,1313
1308, 16485,6,1,1313
1309, 16485,6,1,1313
1310, 16485,6,1,1313
1311, 16485,6,1,1313
1312, 16485,6,1,1313
1313, 16485,6,1,1313
1314, 16485,6,1,1313
1315, 16485,6,1,1313
1316, 16485,6,1,1313
1317, 16485,6,1,1313
1318, 16485,6,1,1313
1319, 16485,6,1,1313
1320, 16485,6,1,1313
1321, 16485,6,1,1313
1322, 16485,6,1,1223
1323, 16485,6,1,1313
1324, 16485,6,1,1358
1325, 16485,6,1,1313
1326, 16485,6,1,1313
1327, 16485,6,1,1313
1328, 16485,6,1,1313
1329, 16485,6,1,1313
1330, 16485,6,1,1313
1331, 16485,6,1,1313
1332, 16485,6,1,1313
1333, 16485,6,1,1313
1334, 16485,6,1,1313
1335, 16485,6,1,1313
1336, 16485,6,1,1313
1337, 16485,6,1,1313
1338, 16485,6,1,1313
1339, 16485,6,1,1313
1340, 16485,6,1,1313
1341, 16485,6,1,1313
1342, 16485,6,1,1313
1343, 16485,7,1,1313
1344, 16485,6,1,1313
1345, 16485,6,1,1313
1346, 16485,6,1,1313
1347, 16485,6,1,1313
1348, 16485,6,1,1313
1349, 16485,6,1,1313
1350, 16485,6,1,1313
1351, 16485,6,1,1313
1352, 16485,6,1,1313
1353, 16485,6,1,1313
1354, 16485,6,1,1313
1355, 16485,6,1,1313
1356, 16485,6,1,1313
1357, 16485,6,1,1313
1358, 16485,6,1,1313
1359, 16485,6,1,1313
1360, 16485,6,1,1313
1361, 16485,6,1,1313
1362, 16485,6,1,1313
1363, 16485,6,1,1313
1364, 16485,6,1,1313
1365, 16485,6,1,1313
1366, 16485,6,1,1268
1367, 16485,6,1,1313
1368, 16485,6,1,1313
1369, 16485,6,1,1313
1370, 16485,6,1,1313
1371, 16485,6,1,1313
1372, 16485,6,1,1313
1373, 16485,6,1,1313
1374, 16485,6,1,1313
1375, 16485,6,1,1313
1376, 16485,6,1,1313
1377, 16485,6,1,1313
1378, 16485,6,1,1313
1379, 16485,6,1,1313
1380, 16485,6,1,1313
1381, 16485,7,1,1203
1382, 16485,6,1,1313
1383, 16485,6,1,1313
1384, 16485,6,1,1313
1385, 16485,6,1,1313
1386, 16485,6,1,1313
1387, 16485,6,1,1313
1388, 16485,6,1,1313
1389, 16485,6,1,1313
1390, 16485,6,1,1313
1391, 16485,6,1,1313
1392, 16485,6,1,1313
1393, 16485,6,1,1313
1394, 16485,6,1,1313
1395, 16485,6,1,1313
1396, 16485,6,1,1313
1397, 16485,6,1,1313
1398, 16485,6,1,1313
1399, 16485,6,1,1313
1400, 16485,6,1,1313
1401, 16485,6,1,1313
1402, 16485,6,1,1313
1403, 16485,6,1,1313
1404, 16485,6,1,1313
1405, 16485,7,1,1313
1406, 16485,6,1,1313
1407, 16485,6,1,1313
1408, 16485,6,1,1313
1409, 16485,6,1,1313
1410, 16485,6,1,1313
1411, 16485,6,1,1313
1412, 16485,6,1,1313
1413, 16485,6,1,1313
1414, 16485,6,1,1313
1415, 16485,6,1,1313
1416, 16485,6,1,1313
1417, 16485,6,1,1313
1418, 16485,6,1,1313
1419, 16485,6,1,1313
1420, 16485,6,1,1313
1421, 16485,6,1,1313
1422, 16485,6,1,1313
1423, 16485,6,1,1313
1424, 16485,6,1,1313
1425, 16485,6,1,1313
1426, 16485,6,1,1313
1427, 16485,6,1,1313
1428, 16485,6,1,1313
1429, 16485,6,1,1313
1430, 16485,6,1,1313
1431, 16485,6,1,1313
1432, 16485,6,1,1313
1433, 16485,6,1,1313
1434, 16485,6,1,1313
1435, 16485,6,1,1313
1436, 16485,6,1,1313
1437, 16485,6,1,1313
1438, 16485,6,1,1313
1439, 16485,6,1,1313
1440, 16485,6,1,1313
1441, 16485,6,1,1313
1442, 16485,6,1,1313
1443, 16485,6,1,1313
1444, 16485,6,1,1313
1445, 16485,6,1,1313
1446, 16485,6,1,1313
1447, 16485,6,1,1313
1448, 16485,6,1,1313
1449, 16485,6,1,1313
1450, 16485,6,1,1313
1451, 16485,6,1,1313
1452, 16485,6,1,1313
1453, 16485,6,1,1313
1454, 16485,6,1,1313
1455, 16485,6,1,1313
1456, 16485,6,1,1313
1457, 16485,6,1,1313
1458, 16485,8,1,1313
1459, 16485,6,1,1313
1460, 16485,6,1,1313
1461, 16485,6,1,1313
1462, 16485,6,1,1313
1463, 16485,6,1,1313
1464, 16485,6,1,1313
1465, 16485,6,1,1313
1466, 16485,6,1,1313
1467, 16485,6,1,1313
1468, 16485,6,1,1313
1469, 16485,6,1,1313
1470, 16485,6,1,1313
1471, 16485,7,1,1313
1472, 16485,6,1,1313
1473, 16485,6,1,1313
1474, 16485,6,1,1313
1475, 16485,6,1,1313
1476, 16485,6,1,1313
1477, 16485,6,1,1313
1478, 16485,6,1,1313
1479, 16485,6,1,1259
1480, 16485,6,1,1313
1481, 16485,7,1,1313
1482, 16485,6,1,1313
1483, 16485,6,1,1313
1484, 16485,6,1,1313
1485, 16485,6,1,1313
1486, 16485,6,1,1313
1487, 16485,6,1,1313
1488, 16485,6,1,1313
1489, 16485,6,1,1313
1490, 16485,7,1,1313
1491, 16485,6,1,1313
1492, 16485,6,1,1313
1493, 16485,6,1,1313
1494, 16485,6,1,1313
1495, 16485,6,1,1313
1496, 16485,6,1,1313
1497, 16485,6,1,1313
1498, 16485,6,1,1313
1499, 16485,6,1,1313
1500, 16485,7,1,1313
1501, 16485,7,1,1313
1502, 16485,6,1,1313
1503, 16485,6,1,1313
1504, 16485,6,1,1313
1505, 16485,6,1,1313
1506, 16485,6,1,1313
1507, 16485,6,1,1313
1508, 16485,6,1,1313
1509, 16485,6,1,1313
1510, 16485,6,1,1313
1511, 16485,6,1,1313
1512, 16485,6,1,1313
1513, 16485,6,1,1313
1514, 16485,6,1,1313
1515, 16485,6,1,1259
1516, 16485,6,1,1313
1517, 16485,6,1,1313
1518, 16485,6,1,1313
1519, 16485,8,1,1259
1520, 16485,6,1,1313
1521, 16485,6,1,1259
1522, 16485,6,1,1259
1523, 16485,6,1,1313
1524, 16485,6,1,1313
1525, 16485,6,1,1313
1526, 16485,6,1,1313
1527, 16485,6,1,1313
1528, 16485,7,1,1335
1529, 16485,6,1,1313
1530, 16485,6,1,1313
1531, 16485,6,1,1313
1532, 16485,6,1,1259
1533, 16485,6,1,1313
1534, 16485,6,1,1313
1535, 16485,6,1,1313
1536, 16485,6,1,1313
1537, 16485,6,1,1313
1538, 16485,6,1,1313
1539, 16485,6,1,1313
1540, 16485,6,1,1313
1541, 16485,6,1,1313
1542, 16485,6,1,1313
1543, 16485,7,1,1313
1544, 16485,6,1,1313
1545, 16485,7,1,1313
1546, 16485,6,1,1313
1547, 16485,6,1,1313
1548, 16485,7,1,1259
1549, 16485,6,1,1313
1550, 16485,6,1,1313
1551, 16485,6,1,1313
1552, 16485,6,1,1313
1553, 16485,6,1,1313
1554, 16485,6,1,1313
1555, 16485,6,1,1313
1556, 16485,6,1,1313
1557, 16485,6,1,1313
1558, 16485,7,1,1390
1559, 16485,6,1,1313
1560, 16485,6,1,1313
1561, 16485,6,1,1313
1562, 16485,6,1,1313
1563, 16485,6,1,1313
1564, 16485,6,1,1313
1565, 16485,6,1,1313
1566, 16485,6,1,1313
1567, 16485,6,1,1313
1568, 16485,6,1,1313
1569, 16485,6,1,1313
1570, 16485,6,1,1313
1571, 16485,6,1,1313
1572, 16485,6,1,1313
1573, 16485,6,1,1313
1574, 16485,6,1,1259
1575, 16485,6,1,1313
1576, 16485,6,1,1313
1577, 16485,6,1,1259
1578, 16485,6,1,1313
1579, 16485,6,1,1313
1580, 16485,6,1,1313
1581, 16485,6,1,1259
1582, 16485,6,1,1313
1583, 16485,6,2,1313
1584, 16485,6,1,1313
1585, 16485,6,1,1313
1586, 16485,6,1,1463
1587, 16485,6,1,1313
1588, 16485,6,1,1313
1589, 16485,6,1,1313
1590, 16485,6,1,1313
1591, 16485,6,1,1313
1592, 16485,6,1,1313
1593, 16485,6,1,1313
1594, 16485,6,1,1313
1595, 16485,6,1,1313
1596, 16485,6,1,1313
1597, 16485,6,1,1313
1598, 16485,7,1,1313
1599, 16485,6,1,1313
1600, 16485,6,1,1313
1601, 16485,6,1,1313
1602, 16485,6,1,1313
1603, 16485,6,1,1313
1604, 16485,6,1,1463
1605, 16485,6,1,1313
1606, 16485,6,1,1313
1607, 16485,6,1,1313
1608, 16485,6,1,1313
1609, 16485,6,1,1313
1610, 16485,6,1,1313
1611, 16485,6,1,1313
1612, 16485,6,1,1313
1613, 16485,6,1,1313
1614, 16485,6,1,1313
1615, 16485,6,1,1313
1616, 16485,6,1,1313
1617, 16485,6,1,1313
1618, 16485,6,1,1313
1619, 16485,6,1,1313
1620, 16485,6,1,1313
1621, 16485,6,1,1313
1622, 16485,6,1,1313
1623, 16485,6,1,1313
1624, 16485,6,1,1313
1625, 16485,6,1,1313
1626, 16485,6,1,1313
1627, 16485,6,1,1313
1628, 16485,6,1,1313
1629, 16485,6,1,1313
1630, 16485,6,1,1313
1631, 16485,6,1,1313
1632, 16485,6,1,1313
1633, 16485,6,1,1313
1634, 16485,6,1,1313
1635, 16485,6,1,1313
1636, 16485,6,1,1313
1637, 16485,6,1,1313
1638, 16485,6,1,1313
1639, 16485,6,1,1313
1640, 16485,6,1,1313
1641, 16485,6,1,1313
1642, 16485,6,1,1313
1643, 16485,6,1,1313
1644, 16485,6,1,1313
1645, 16485,6,1,1313
1646, 16485,6,1,1313
1647, 16485,6,1,1313
1648, 16485,7,1,1313
1649, 16485,7,1,1313
1650, 16485,6,1,1313
1651, 16485,6,1,1313
1652, 16485,6,1,1313
1653, 16485,6,1,1313
1654, 16485,6,1,1313
1655, 16485,6,1,1313
1656, 16485,6,1,1313
1657, 16485,7,1,1313
1658, 16485,6,1,1313
1659, 16485,6,1,1313
1660, 16485,6,1,1313
1661, 16485,6,1,1313
1662, 16485,6,1,1313
1663, 16485,7,1,1313
1664, 16485,6,1,1313
1665, 16485,6,1,1313
1666, 16485,6,1,1259
1667, 16485,8,1,1313
1668, 16485,6,1,1313
1669, 16485,6,1,1313
1670, 16485,6,1,1313
1671, 16485,6,1,1313
1672, 16485,6,1,1313
1673, 16485,6,1,1313
1674, 16485,6,1,1313
1675, 16485,6,1,1313
1676, 16485,6,1,1313
1677, 16485,6,1,1313
1678, 16485,7,1,1349
1679, 16485,6,1,1313
1680, 16485,6,1,1313
1681, 16485,6,1,1313
1682, 16485,7,1,1313
1683, 16485,6,1,1313
1684, 16485,6,1,1313
1685, 16485,6,1,1313
1686, 16485,6,1,1313
1687, 16485,6,1,1313
1688, 16485,6,1,1313
1689, 16485,6,1,1313
1690, 16485,6,1,1313
1691, 16485,6,1,1313
1692, 16485,6,1,1313
1693, 16485,6,1,1313
1694, 16485,6,1,1313
1695, 16485,7,1,1313
1696, 16485,6,1,1313
1697, 16485,6,1,1313
1698, 16485,6,1,1313
1699, 16485,6,1,1313
1700, 16485,6,1,1313
1701, 16485,6,1,1313
1702, 16485,6,1,1313
1703, 16485,6,1,1313
1704, 16485,8,1,1213
1705, 16485,6,1,1313
1706, 16485,6,1,1313
1707, 16485,6,1,1313
1708, 16485,6,1,1313
1709, 16485,6,1,1313
1710, 16485,7,1,1313
1711, 16485,6,1,1313
1712, 16485,7,1,1383
1713, 16485,6,1,1313
1714, 16485,6,1,1313
1715, 16485,6,1,1313
1716, 16485,6,1,1313
1717, 16485,6,1,1313
1718, 16485,6,1,1313
1719, 16485,6,1,1313
1720, 16485,6,1,1313
1721, 16485,6,1,1313
1722, 16485,6,1,1313
1723, 16485,6,1,1313
1724, 16485,6,1,1313
1725, 16485,6,1,1313
1726, 16485,6,1,1313
1727, 16485,6,1,1313
1728, 16485,6,1,1313
1729, 16485,6,1,1313
1730, 16485,7,1,1313
1731, 16485,6,1,1313
1732, 16485,6,1,1313
1733, 16485,6,1,1313
1734, 16485,6,1,1313
1735, 16485,6,1,1313
1736, 16485,6,1,1313
1737, 16485,6,1,1313
1738, 16485,6,1,1313
1739, 16485,6,1,1313
1740, 16485,6,1,1313
1741, 16485,6,1,1313
1742, 16485,6,1,1313
1743, 16485,6,1,1313
1744, 16485,6,1,1313
1745, 16485,6,1,1313
1746, 16485,7,1,1223
1747, 16485,6,1,1313
1748, 16485,6,1,1313
1749, 16485,6,1,1313
1750, 16485,6,1,1313
1751, 16485,6,1,1313
1752, 16485,6,1,1313
1753, 16485,6,1,1313
1754, 16485,6,1,1313
1755, 16485,6,1,1313
1756, 16485,6,1,1383
1757, 16485,6,1,1313
1758, 16485,6,1,1313
1759, 16485,6,1,1313
1760, 16485,6,1,1397
1761, 16485,6,1,1313
1762, 16485,6,1,1313
1763, 16485,6,1,1397
1764, 16485,6,1,1313
1765, 16485,6,1,1313
1766, 16485,6,1,1313
1767, 16485,6,1,1313
1768, 16485,7,1,1313
1769, 16485,6,1,1397
1770, 16485,6,1,1313
1771, 16485,6,1,1313
1772, 16485,6,1,1397
1773, 16485,7,1,1313
1774, 16485,6,1,1313
1775, 16485,6,1,1223
1776, 16485,6,1,1397
1777, 16485,6,1,1397
1778, 16485,6,1,1397
1779, 16485,6,1,1313
1780, 16485,6,1,1313
1781, 16485,6,1,1313
1782, 16485,6,1,1436
1783, 16485,6,1,1313
1784, 16485,6,1,1313
1785, 16485,6,1,1313
1786, 16485,6,1,1313
1787, 16485,6,1,1231
1788, 16485,6,1,1313
1789, 16485,6,1,1313
1790, 16485,6,1,1313
1791, 16485,6,1,1313
1792, 16485,6,1,1313
1793, 16485,6,1,1313
1794, 16485,6,1,1313
1795, 16485,6,1,1313
1796, 16485,6,1,1313
1797, 16485,6,1,1313
1798, 16485,6,1,1313
1799, 16485,6,1,1313
1800, 16485,6,1,1313
1801, 16485,6,1,1313
1802, 16485,6,1,1313
1803, 16485,6,1,1313
1804, 16485,6,1,1313
1805, 16485,6,1,1313
1806, 16485,6,1,1313
1807, 16485,6,1,1313
1808, 16485,6,1,1231
1809, 16485,6,1,1313
1810, 16485,6,1,1231
1811, 16485,6,1,1313
1812, 16485,6,1,1231
1813, 16485,6,1,1231
1814, 16485,6,1,1313
1815, 16485,6,1,1313
1816, 16485,6,1,1313
1817, 16485,6,1,1371
1818, 16485,6,1,1313
1819, 16485,6,1,1313
1820, 16485,6,1,1313
1821, 16485,6,1,1313
1822, 16485,6,1,1313
1823, 16485,6,1,1313
1824, 16485,6,1,1313
1825, 16485,6,1,1313
1826, 16485,6,1,1231
1827, 16485,6,1,1231
1828, 16485,6,1,1313
1829, 16485,6,1,1313
1830, 16485,6,1,1313
1831, 16485,6,1,1231
1832, 16485,6,1,1313
1833, 16485,6,1,1231
1834, 16485,6,1,1313
1835, 16485,6,1,1313
1836, 16485,7,1,1313
1837, 16485,6,1,1313
1838, 16485,6,1,1313
1839, 16485,6,1,1313
1840, 16485,6,1,1313
1841, 16485,6,1,1313
1842, 16485,6,1,1313
1843, 16485,6,1,1313
1844, 16485,6,1,1214
1845, 16485,6,1,1313
1846, 16485,6,1,1313
1847, 16485,6,1,1313
1848, 16485,6,1,1313
1849, 16485,6,1,1313
1850, 16485,6,1,1313
1851, 16485,6,1,1313
1852, 16485,6,1,1313
1853, 16485,6,1,1313
1854, 16485,6,1,1313
1855, 16485,6,1,1313
1856, 16485,6,1,1313
1857, 16485,6,1,1313
1858, 16485,6,1,1313
1859, 16485,6,1,1313
1860, 16485,7,1,1313
1861, 16485,6,1,1313
1862, 16485,6,1,1313
1863, 16485,6,1,1313
1864, 16485,6,1,1313
1865, 16485,6,1,1313
1866, 16485,6,1,1313
1867, 16485,6,1,1313
1868, 16485,6,1,1313
1869, 16485,6,1,1313
1870, 16485,6,1,1313
1871, 16485,6,1,1313
1872, 16485,6,1,1313
1873, 16485,6,1,1313
1874, 16485,6,1,1383
1875, 16485,6,1,1313
1876, 16485,6,1,1313
1877, 16485,6,1,1313
1878, 16485,6,1,1313
1879, 16485,6,1,1313
1880, 16485,6,1,1313
1881, 16485,6,1,1313
1882, 16485,6,1,1313
1883, 16485,6,1,1313
1884, 16485,6,1,1313
1885, 16485,6,1,1313
1886, 16485,6,1,1313
1887, 16485,6,1,1313
1888, 16485,6,1,1313
1889, 16485,6,1,1313
1890, 16485,6,1,1313
1891, 16485,6,1,1313
1892, 16485,6,1,1313
1893, 16485,6,1,1313
1894, 16485,6,1,1313
1895, 16485,6,1,1313
1896, 16485,6,1,1313
1897, 16485,6,1,1313
1898, 16485,6,1,1313
1899, 16485,7,1,1313
1900, 16485,6,1,1313
1901, 16485,6,1,1313
1902, 16485,6,1,1313
1903, 16485,6,1,1313
1904, 16485,6,1,1313
1905, 16485,6,1,1313
1906, 16485,6,1,1313
1907, 16485,6,1,1313
1908, 16485,6,1,1313
1909, 16485,6,1,1313
1910, 16485,6,1,1313
1911, 16485,6,1,1313
1912, 16485,7,1,1313
1913, 16485,6,1,1313
1914, 16485,6,1,1313
1915, 16485,6,1,1313
1916, 16485,6,1,1313
1917, 16485,6,1,1313
1918, 16485,6,1,1313
1919, 16485,6,1,1313
1920, 16485,6,1,1313
1921, 16485,6,1,1313
1922, 16485,6,1,1313
1923, 16485,6,1,1313
1924, 16485,6,1,1313
1925, 16485,6,1,1313
1926, 16485,6,1,1313
1927, 16485,6,1,1231
1928, 16485,6,1,1313
1929, 16485,7,1,1403
1930, 16485,6,1,1313
1931, 16485,6,1,1313
1932, 16485,6,1,1313
1933, 16485,6,1,1313
1934, 16485,6,1,1313
1935, 16485,6,1,1313
1936, 16485,6,1,1313
1937, 16485,6,1,1313
1938, 16485,6,1,1313
1939, 16485,6,1,1313
1940, 16485,6,1,1313
1941, 16485,6,1,1313
1942, 16485,7,1,1313
1943, 16485,6,1,1313
1944, 16485,6,1,1313
1945, 16485,6,1,1313
1946, 16485,6,1,1313
1947, 16485,6,1,1313
1948, 16485,6,1,1313
1949, 16485,6,1,1313
1950, 16485,6,1,1313
1951, 16485,6,1,1313
1952, 16485,6,1,1313
1953, 16485,6,1,1313
1954, 16485,6,1,1313
1955, 16485,6,1,1313
1956, 16485,6,1,1313
1957, 16485,6,1,1313
1958, 16485,6,1,1313
1959, 16485,6,1,1313
1960, 16485,6,1,1313
1961, 16485,6,1,1313
1962, 16485,6,1,1313
1963, 16485,6,1,1313
1964, 16485,6,1,1313
1965, 16485,6,1,1313
1966, 16485,6,1,1313
1967, 16485,6,1,1313
1968, 16485,6,1,1313
1969, 16485,6,1,1313
1970, 16485,7,1,1313
1971, 16485,7,1,1313
1972, 16485,6,1,1313
1973, 16485,6,1,1334
1974, 16485,6,1,1313
1975, 16485,7,1,1313
1976, 16485,6,1,1313
1977, 16485,6,1,1313
1978, 16485,6,1,1313
1979, 16485,7,1,1313
1980, 16485,6,1,1313
1981, 16485,6,1,1313
1982, 16485,6,1,1313
1983, 16485,6,1,1313
1984, 16485,6,1,1313
1985, 16485,6,1,1313
1986, 16485,6,1,1313
1987, 16485,6,1,1313
1988, 16485,6,1,1313
1989, 16485,6,1,1313
1990, 16485,6,1,1334
1991, 16485,6,1,1313
1992, 16485,6,1,1313
1993, 16485,6,1,1313
1994, 16485,6,1,1313
1995, 16485,6,1,1313
1996, 16485,6,1,1313
1997, 16485,6,1,1313
1998, 16485,6,1,1313
1999, 16485,6,1,1313
2000, 16485,6,1,1313
2001, 16485,6,1,1313
2002, 16485,6,1,1313
2003, 16485,6,1,1313
2004, 16485,6,1,1313
2005, 16485,6,1,1313
2006, 16485,6,1,1313
2007, 16485,6,1,1313
2008, 16485,6,1,1313
2009, 16485,6,1,1313
2010, 16485,6,1,1313
2011, 16485,6,1,1313
2012, 16485,6,1,1313
2013, 16485,6,1,1313
2014, 16485,6,1,1313
2015, 16485,6,1,1313
2016, 16485,6,1,1219
2017, 16485,6,1,1313
2018, 16485,6,1,1313
2019, 16485,6,1,1313
2020, 16485,6,1,1313
2021, 16485,6,1,1313
2022, 16485,6,1,1313
2023, 16485,7,1,1313
2024, 16485,6,1,1313
2025, 16485,7,1,1313
2026, 16485,6,1,1313
2027, 16485,6,1,1313
2028, 16485,6,1,1313
2029, 16485,6,1,1313
2030, 16485,6,1,1313
2031, 16485,6,1,1313
2032, 16485,6,1,1313
2033, 16485,6,1,1313
2034, 16485,6,1,1313
2035, 16485,6,1,1313
2036, 16485,6,1,1313
2037, 16485,6,1,1313
2038, 16485,6,1,1313
2039, 16485,6,1,1313
2040, 16485,6,1,1313
2041, 16485,6,1,1313
2042, 16485,6,1,1233
2043, 16485,6,1,1313
2044, 16485,6,1,1313
2045, 16485,6,1,1313
2046, 16485,6,1,1313
2047, 16485,7,1,1313
2048, 16485,6,1,1268
2049, 16485,6,1,1313
2050, 16485,6,1,1223
2051, 16485,6,1,1313
2052, 16485,6,1,1313
2053, 16485,6,1,1313
2054, 16485,6,1,1313
2055, 16485,6,1,1313
2056, 16485,6,1,1313
2057, 16485,6,1,1313
2058, 16485,6,1,1313
2059, 16485,6,1,1313
2060, 16485,6,1,1313
2061, 16485,6,1,1313
2062, 16485,6,1,1313
2063, 16485,6,1,1313
2064, 16485,6,1,1313
