x,quality,dead,toolate,makespan
504, 16485,6,1,1373
505, 16485,7,1,1503
506, 16485,6,1,1373
507, 16485,6,1,1373
508, 16485,7,1,1373
509, 16485,6,1,1373
510, 16485,8,1,1373
511, 16485,6,1,1373
512, 16485,6,1,1373
513, 16485,6,1,1373
514, 16485,6,1,1373
515, 16485,6,1,1373
516, 16485,6,1,1373
517, 16485,6,1,1373
518, 16485,6,1,1313
519, 16485,6,1,1373
520, 16485,6,1,1373
521, 16485,6,1,1373
522, 16485,6,1,1373
523, 16485,6,1,1373
524, 16485,6,1,1373
525, 16485,6,1,1373
526, 16485,6,1,1373
527, 16485,6,1,1373
528, 16485,6,1,1291
529, 16485,6,1,1373
530, 16485,6,1,1373
531, 16485,7,1,1373
532, 16485,6,1,1291
533, 16485,6,1,1373
534, 16485,6,1,1373
535, 16485,6,1,1373
536, 16485,6,1,1373
537, 16485,6,1,1373
538, 16485,6,1,1373
539, 16485,6,1,1373
540, 16485,6,1,1373
541, 16485,6,1,1373
542, 16485,6,1,1373
543, 16485,7,1,1373
544, 16485,6,1,1373
545, 16485,6,1,1373
546, 16485,6,1,1313
547, 16485,6,1,1373
548, 16485,6,1,1373
549, 16485,6,1,1373
550, 16485,6,1,1373
551, 16485,6,1,1373
552, 16485,6,1,1373
553, 16485,6,1,1373
554, 16485,6,1,1373
555, 16485,6,1,1373
556, 16485,6,1,1373
557, 16485,6,1,1373
558, 16485,6,1,1373
559, 16485,6,1,1373
560, 16485,6,1,1373
561, 16485,6,1,1373
562, 16485,6,1,1373
563, 16485,6,1,1373
564, 16485,6,1,1373
565, 16485,6,1,1373
566, 16485,6,1,1373
567, 16485,6,1,1373
568, 16485,6,1,1373
569, 16485,6,1,1373
570, 16485,6,1,1373
571, 16485,6,1,1373
572, 16485,6,1,1313
573, 16485,6,1,1373
574, 16485,6,1,1373
575, 16485,6,1,1373
576, 16485,6,1,1313
577, 16485,6,1,1373
578, 16485,6,1,1373
579, 16485,6,1,1373
580, 16485,6,1,1373
581, 16485,6,1,1373
582, 16485,6,1,1373
583, 16485,6,1,1373
584, 16485,6,1,1313
585, 16485,6,1,1313
586, 16485,6,1,1373
587, 16485,6,1,1373
588, 16485,6,1,1373
589, 16485,6,1,1373
590, 16485,6,1,1373
591, 16485,6,1,1373
592, 16485,6,1,1373
593, 16485,6,1,1313
594, 16485,6,1,1373
595, 16485,6,1,1373
596, 16485,6,1,1373
597, 16485,6,1,1313
598, 16485,6,1,1373
599, 16485,6,1,1313
600, 16485,6,1,1373
601, 16485,6,1,1373
602, 16485,6,1,1373
603, 16485,6,1,1373
604, 16485,6,1,1373
605, 16485,6,1,1373
606, 16485,6,1,1373
607, 16485,6,1,1373
608, 16485,6,1,1373
609, 16485,6,1,1373
610, 16485,6,1,1373
611, 16485,6,1,1373
612, 16485,6,1,1373
613, 16485,6,1,1373
614, 16485,6,1,1373
615, 16485,6,1,1373
616, 16485,6,1,1373
617, 16485,6,1,1373
618, 16485,6,1,1373
619, 16485,6,1,1373
620, 16485,6,1,1373
621, 16485,6,1,1373
622, 16485,6,1,1373
623, 16485,6,1,1373
624, 16485,6,1,1373
625, 16485,6,1,1373
626, 16485,6,1,1373
627, 16485,6,1,1373
628, 16485,6,1,1373
629, 16485,6,1,1373
630, 16485,6,1,1373
631, 16485,6,1,1373
632, 16485,6,1,1373
633, 16485,7,1,1373
634, 16485,6,1,1373
635, 16485,6,1,1373
636, 16485,6,1,1373
637, 16485,6,1,1373
638, 16485,6,1,1373
639, 16485,6,1,1373
640, 16485,6,1,1373
641, 16485,6,1,1373
642, 16485,6,1,1373
643, 16485,6,1,1373
644, 16485,6,1,1373
645, 16485,6,1,1373
646, 16485,6,1,1373
647, 16485,6,1,1373
648, 16485,6,1,1373
649, 16485,6,1,1373
650, 16485,6,1,1373
651, 16485,6,1,1373
652, 16485,6,1,1373
653, 16485,6,1,1373
654, 16485,6,1,1373
655, 16485,6,1,1373
656, 16485,6,1,1373
657, 16485,6,1,1373
658, 16485,6,1,1373
659, 16485,6,1,1373
660, 16485,6,1,1373
661, 16485,6,1,1373
662, 16485,6,1,1373
663, 16485,6,1,1373
664, 16485,6,1,1373
665, 16485,6,1,1373
666, 16485,7,1,1373
667, 16485,6,1,1373
668, 16485,6,1,1373
669, 16485,6,1,1373
670, 16485,7,1,1274
671, 16485,6,1,1373
672, 16485,6,1,1373
673, 16485,6,1,1373
674, 16485,6,1,1373
675, 16485,6,1,1373
676, 16485,6,1,1373
677, 16485,6,1,1373
678, 16485,6,1,1373
679, 16485,6,1,1373
680, 16485,7,1,1373
681, 16485,6,1,1373
682, 16485,6,1,1373
683, 16485,6,1,1373
684, 16485,6,1,1373
685, 16485,6,1,1373
686, 16485,6,1,1373
687, 16485,7,1,1373
688, 16485,6,1,1373
689, 16485,6,1,1373
690, 16485,6,1,1373
691, 16485,7,1,1373
692, 16485,6,1,1373
693, 16485,6,1,1373
694, 16485,6,1,1373
695, 16485,6,1,1373
696, 16485,6,1,1373
697, 16485,6,1,1373
698, 16485,6,1,1373
699, 16485,6,1,1373
700, 16485,6,1,1373
701, 16485,6,1,1373
702, 16485,6,1,1373
703, 16485,6,1,1373
704, 16485,8,1,1259
705, 16485,6,1,1373
706, 16485,6,1,1373
707, 16485,6,1,1373
708, 16485,7,1,1373
709, 16485,6,1,1373
710, 16485,6,1,1373
711, 16485,6,1,1373
712, 16485,6,1,1373
713, 16485,6,1,1373
714, 16485,6,1,1283
715, 16485,6,1,1373
716, 16485,6,1,1373
717, 16485,6,1,1373
718, 16485,6,1,1373
719, 16485,6,1,1373
720, 16485,6,1,1373
721, 16485,6,1,1373
722, 16485,6,1,1373
723, 16485,6,1,1373
724, 16485,6,1,1373
725, 16485,6,1,1373
726, 16485,6,1,1373
727, 16485,6,1,1373
728, 16485,6,1,1373
729, 16485,6,1,1373
730, 16485,6,1,1373
731, 16485,6,1,1373
732, 16485,6,1,1373
733, 16485,6,1,1373
734, 16485,6,1,1313
735, 16485,6,1,1373
736, 16485,6,1,1373
737, 16485,6,1,1373
738, 16485,6,1,1373
739, 16485,6,1,1373
740, 16485,6,1,1373
741, 16485,6,1,1291
742, 16485,6,1,1373
743, 16485,6,1,1373
744, 16485,6,1,1373
745, 16485,6,1,1373
746, 16485,6,1,1373
747, 16485,6,1,1373
748, 16485,6,1,1291
749, 16485,6,1,1373
750, 16485,6,1,1373
751, 16485,6,1,1373
752, 16485,6,1,1373
753, 16485,6,1,1373
754, 16485,6,1,1373
755, 16485,6,1,1373
756, 16485,6,1,1373
757, 16485,6,1,1291
758, 16485,6,1,1373
759, 16485,6,1,1373
760, 16485,6,1,1373
761, 16485,6,1,1291
762, 16485,6,1,1373
763, 16485,6,1,1313
764, 16485,6,1,1373
765, 16485,6,1,1313
766, 16485,6,1,1313
767, 16485,6,1,1313
768, 16485,6,1,1373
769, 16485,6,1,1313
770, 16485,6,1,1373
771, 16485,6,1,1373
772, 16485,6,1,1373
773, 16485,6,1,1373
774, 16485,6,1,1373
775, 16485,6,1,1373
776, 16485,6,1,1373
777, 16485,6,1,1313
778, 16485,6,1,1313
779, 16485,6,1,1313
780, 16485,6,1,1313
781, 16485,6,1,1313
782, 16485,6,1,1373
783, 16485,6,1,1373
784, 16485,6,1,1313
785, 16485,6,1,1313
786, 16485,6,1,1313
787, 16485,6,1,1373
788, 16485,7,1,1313
789, 16485,6,1,1313
790, 16485,6,1,1313
791, 16485,6,1,1313
792, 16485,6,1,1313
793, 16485,6,1,1259
794, 16485,6,1,1313
795, 16485,6,1,1313
796, 16485,6,1,1373
797, 16485,6,1,1259
798, 16485,6,1,1313
799, 16485,6,1,1313
800, 16485,6,1,1373
801, 16485,6,1,1313
802, 16485,6,1,1313
803, 16485,6,1,1313
804, 16485,6,1,1313
805, 16485,6,1,1373
806, 16485,6,1,1373
807, 16485,6,1,1373
808, 16485,6,1,1313
809, 16485,6,1,1259
810, 16485,6,1,1313
811, 16485,6,1,1313
812, 16485,6,1,1313
813, 16485,6,1,1313
814, 16485,6,1,1373
815, 16485,6,1,1313
816, 16485,6,1,1313
817, 16485,6,1,1373
818, 16485,6,1,1313
819, 16485,6,1,1313
820, 16485,6,1,1313
821, 16485,8,1,1313
822, 16485,6,1,1373
823, 16485,6,1,1373
824, 16485,6,1,1373
825, 16485,6,1,1373
826, 16485,6,1,1373
827, 16485,6,1,1313
828, 16485,6,2,1373
829, 16485,6,1,1259
830, 16485,6,2,1313
831, 16485,6,1,1259
832, 16485,6,1,1259
833, 16485,6,1,1373
834, 16485,6,1,1313
835, 16485,6,1,1313
836, 16485,6,1,1313
837, 16485,6,1,1373
838, 16485,6,1,1313
839, 16485,6,1,1313
840, 16485,6,1,1313
841, 16485,6,1,1313
842, 16485,6,1,1313
843, 16485,7,1,1313
844, 16485,6,1,1313
845, 16485,6,1,1313
846, 16485,6,1,1313
847, 16485,6,1,1313
848, 16485,6,1,1313
849, 16485,6,1,1313
850, 16485,6,1,1313
851, 16485,6,1,1313
852, 16485,6,1,1313
853, 16485,6,1,1313
854, 16485,6,1,1313
855, 16485,6,1,1313
856, 16485,6,1,1313
857, 16485,6,1,1313
858, 16485,6,1,1313
859, 16485,6,1,1436
860, 16485,6,1,1313
861, 16485,6,1,1313
862, 16485,7,1,1313
863, 16485,6,1,1313
864, 16485,6,1,1313
865, 16485,6,1,1313
866, 16485,6,1,1313
867, 16485,6,1,1313
868, 16485,6,1,1313
869, 16485,6,1,1313
870, 16485,6,1,1313
871, 16485,6,1,1313
872, 16485,6,1,1313
873, 16485,6,1,1313
874, 16485,6,1,1313
875, 16485,6,1,1313
876, 16485,6,1,1313
877, 16485,6,1,1313
878, 16485,6,1,1313
879, 16485,6,1,1313
880, 16485,6,1,1313
881, 16485,7,1,1313
882, 16485,6,1,1313
883, 16485,6,1,1313
884, 16485,6,1,1313
885, 16485,6,1,1313
886, 16485,6,1,1313
887, 16485,6,1,1313
888, 16485,6,1,1313
889, 16485,6,1,1313
890, 16485,6,1,1313
891, 16485,6,1,1259
892, 16485,7,1,1335
893, 16485,6,1,1313
894, 16485,6,1,1313
895, 16485,6,1,1313
896, 16485,6,1,1313
897, 16485,6,1,1313
898, 16485,7,1,1313
899, 16485,6,1,1313
900, 16485,6,1,1313
901, 16485,6,1,1313
902, 16485,6,1,1313
903, 16485,6,1,1313
904, 16485,6,1,1313
905, 16485,6,1,1313
906, 16485,6,1,1313
907, 16485,6,1,1313
908, 16485,6,1,1313
909, 16485,6,1,1313
910, 16485,6,1,1313
911, 16485,6,1,1313
912, 16485,6,1,1313
913, 16485,6,1,1313
914, 16485,6,1,1313
915, 16485,6,1,1313
916, 16485,6,1,1313
917, 16485,6,1,1313
918, 16485,6,1,1313
919, 16485,6,1,1313
920, 16485,6,1,1313
921, 16485,6,1,1313
922, 16485,6,1,1313
923, 16485,6,1,1313
924, 16485,6,1,1313
925, 16485,6,1,1313
926, 16485,6,1,1313
927, 16485,6,1,1313
928, 16485,6,1,1313
929, 16485,7,1,1313
930, 16485,7,1,1313
931, 16485,6,1,1313
932, 16485,6,1,1313
933, 16485,6,1,1313
934, 16485,6,1,1313
935, 16485,6,1,1313
936, 16485,6,1,1313
937, 16485,6,1,1313
938, 16485,6,1,1313
939, 16485,6,1,1313
940, 16485,6,1,1313
941, 16485,6,1,1313
942, 16485,6,1,1313
943, 16485,6,1,1313
944, 16485,6,1,1313
945, 16485,6,1,1313
946, 16485,6,1,1313
947, 16485,6,1,1313
948, 16485,6,1,1383
949, 16485,6,1,1313
950, 16485,6,1,1313
951, 16485,6,1,1313
952, 16485,6,1,1313
953, 16485,6,1,1313
954, 16485,6,1,1313
955, 16485,6,1,1313
956, 16485,6,1,1313
957, 16485,6,1,1313
958, 16485,6,1,1313
959, 16485,6,1,1313
960, 16485,6,1,1313
961, 16485,6,1,1313
962, 16485,6,1,1313
963, 16485,6,1,1313
964, 16485,6,1,1313
965, 16485,6,1,1313
966, 16485,6,1,1313
967, 16485,6,1,1313
968, 16485,6,1,1313
969, 16485,6,1,1313
970, 16485,6,1,1313
971, 16485,6,1,1313
972, 16485,6,1,1313
973, 16485,6,1,1313
974, 16485,6,1,1313
975, 16485,6,1,1313
976, 16485,6,1,1313
977, 16485,6,1,1313
978, 16485,6,1,1313
979, 16485,6,1,1313
980, 16485,6,1,1313
981, 16485,6,1,1313
982, 16485,6,1,1313
983, 16485,6,1,1313
984, 16485,6,1,1313
985, 16485,6,1,1313
986, 16485,6,1,1313
987, 16485,6,1,1313
988, 16485,6,1,1313
989, 16485,6,1,1313
990, 16485,6,1,1313
991, 16485,6,1,1313
992, 16485,6,1,1313
993, 16485,6,1,1313
994, 16485,6,1,1313
995, 16485,6,1,1313
996, 16485,6,1,1313
997, 16485,6,1,1313
998, 16485,6,1,1313
999, 16485,6,1,1313
1000, 16485,6,1,1313
1001, 16485,6,1,1313
1002, 16485,6,1,1313
1003, 16485,6,1,1268
1004, 16485,6,1,1313
1005, 16485,6,1,1313
1006, 16485,6,1,1313
1007, 16485,6,1,1313
1008, 16485,6,1,1313
1009, 16485,6,1,1313
1010, 16485,6,1,1313
1011, 16485,6,1,1313
1012, 16485,6,1,1313
1013, 16485,6,1,1313
1014, 16485,6,1,1313
1015, 16485,6,1,1313
1016, 16485,6,1,1313
1017, 16485,6,1,1313
1018, 16485,6,1,1313
1019, 16485,6,1,1313
1020, 16485,6,1,1313
1021, 16485,6,1,1313
1022, 16485,6,1,1313
1023, 16485,6,1,1313
1024, 16485,6,1,1313
1025, 16485,6,1,1313
1026, 16485,6,1,1313
1027, 16485,6,1,1313
1028, 16485,6,1,1313
1029, 16485,6,1,1313
1030, 16485,6,1,1313
1031, 16485,6,1,1259
1032, 16485,6,1,1313
1033, 16485,6,1,1313
1034, 16485,6,1,1313
1035, 16485,7,1,1313
1036, 16485,6,1,1313
1037, 16485,6,1,1313
1038, 16485,6,1,1313
1039, 16485,6,1,1313
1040, 16485,6,1,1259
1041, 16485,6,1,1313
1042, 16485,6,1,1313
1043, 16485,6,1,1313
1044, 16485,6,1,1313
1045, 16485,6,1,1313
1046, 16485,6,1,1313
1047, 16485,6,1,1313
1048, 16485,6,1,1313
1049, 16485,6,1,1313
1050, 16485,6,1,1313
1051, 16485,6,1,1313
1052, 16485,6,1,1313
1053, 16485,6,1,1313
1054, 16485,6,1,1313
1055, 16485,6,1,1313
1056, 16485,6,1,1313
1057, 16485,6,1,1313
1058, 16485,6,1,1313
1059, 16485,6,1,1313
1060, 16485,6,1,1313
1061, 16485,6,1,1313
1062, 16485,6,1,1313
1063, 16485,6,1,1313
1064, 16485,6,1,1313
1065, 16485,6,1,1313
1066, 16485,6,1,1313
